country;year;population;continent;life_expectancy;gdp_per_capita;color;fertility
Yemen, Rep.;1957;5498090.0;Asia;33.97;804.8304547;red;
Yemen, Rep.;1962;6120081.0;Asia;35.18;825.6232006;red;
Yemen, Rep.;1967;6740785.0;Asia;36.984;862.4421463;red;
Yemen, Rep.;1972;7407075.0;Asia;39.848;1265.047031;red;
Yemen, Rep.;1977;8403990.0;Asia;44.175;1829.765177;red;
Yemen, Rep.;1982;9657618.0;Asia;49.113;1977.5570100000002;red;
Yemen, Rep.;1987;11219340.0;Asia;52.922;1971.741538;red;
Yemen, Rep.;1992;13367997.0;Asia;55.599;1879.496673;red;
Yemen, Rep.;1997;15826497.0;Asia;58.02;2117.484526;red;
Yemen, Rep.;2002;18701257.0;Asia;60.308;2234.820827;red;
Yemen, Rep.;2007;22211743.0;Asia;62.698;2280.769906;red;
Albania;1952;1282697.0;Europe;55.23;1601.056136;orange;6.07
Albania;1957;1476505.0;Europe;59.28;1942.2842440000002;orange;6.39
Albania;1962;1728137.0;Europe;64.82;2312.888958;orange;5.96
Albania;1967;1984060.0;Europe;66.22;2760.196931;orange;5.38
Albania;1972;2263554.0;Europe;67.69;3313.422188;orange;4.81
Albania;1977;2509048.0;Europe;68.93;3533.0039100000004;orange;4.09
Albania;1982;2780097.0;Europe;70.42;3630.880722;orange;3.46
Albania;1987;3075321.0;Europe;72.0;3738.9327350000003;orange;3.13
Albania;1992;3326498.0;Europe;71.581;2497.4379010000002;orange;2.87
Albania;1997;3428038.0;Europe;72.95;3193.054604;orange;2.61
Albania;2002;3508512.0;Europe;75.65100000000001;4604.211737;orange;2.2
Albania;2007;3600523.0;Europe;76.423;5937.029525999999;orange;1.8
Austria;1952;6927772.0;Europe;66.8;6137.076492;orange;2.06
Austria;1957;6965860.0;Europe;67.48;8842.59803;orange;2.57
Austria;1962;7129864.0;Europe;69.54;10750.721109999999;orange;2.8
Austria;1967;7376998.0;Europe;70.14;12834.6024;orange;2.62
Austria;1972;7544201.0;Europe;70.63;16661.6256;orange;2.09
Austria;1977;7568430.0;Europe;72.17;19749.4223;orange;1.63
Austria;1982;7574613.0;Europe;73.18;21597.083619999998;orange;1.66
Austria;1987;7578903.0;Europe;74.94;23687.82607;orange;1.43
Austria;1992;7914969.0;Europe;76.04;27042.01868;orange;1.51
Austria;1997;8069876.0;Europe;77.51;29095.920660000003;orange;1.39
Austria;2002;8148312.0;Europe;78.98;32417.607689999997;orange;1.39
Austria;2007;8199783.0;Europe;79.829;36126.4927;orange;1.38
Belgium;1952;8730405.0;Europe;68.0;8343.105126999999;orange;2.33
Belgium;1957;8989111.0;Europe;69.24;9714.960623;orange;2.49
Belgium;1962;9218400.0;Europe;70.25;10991.20676;orange;2.63
Belgium;1967;9556500.0;Europe;70.94;13149.04119;orange;2.43
Belgium;1972;9709100.0;Europe;71.44;16672.14356;orange;2.05
Belgium;1977;9821800.0;Europe;72.8;19117.97448;orange;1.73
Belgium;1982;9856303.0;Europe;73.93;20979.84589;orange;1.59
Belgium;1987;9870200.0;Europe;75.35;22525.56308;orange;1.56
Belgium;1992;10045622.0;Europe;76.46;25575.57069;orange;1.6
Belgium;1997;10199787.0;Europe;77.53;27561.196630000002;orange;1.61
Belgium;2002;10311970.0;Europe;78.32;30485.88375;orange;1.68
Belgium;2007;10392226.0;Europe;79.441;33692.60508;orange;1.8
Bosnia and Herzegovina;1952;2791000.0;Europe;53.82;973.5331947999999;orange;4.88
Bosnia and Herzegovina;1957;3076000.0;Europe;58.45;1353.989176;orange;4.34
Bosnia and Herzegovina;1962;3349000.0;Europe;61.93;1709.683679;orange;3.85
Bosnia and Herzegovina;1967;3585000.0;Europe;64.79;2172.3524230000003;orange;3.24
Bosnia and Herzegovina;1972;3819000.0;Europe;67.45;2860.16975;orange;2.68
Bosnia and Herzegovina;1977;4086000.0;Europe;69.86;3528.481305;orange;2.27
Bosnia and Herzegovina;1982;4172693.0;Europe;70.69;4126.613157;orange;2.02
Bosnia and Herzegovina;1987;4338977.0;Europe;71.14;4314.114757;orange;1.89
Bosnia and Herzegovina;1992;4256013.0;Europe;72.178;2546.781445;orange;1.59
Bosnia and Herzegovina;1997;3607000.0;Europe;73.244;4766.355904;orange;1.5
Bosnia and Herzegovina;2002;4165416.0;Europe;74.09;6018.975239;orange;1.28
Bosnia and Herzegovina;2007;4552198.0;Europe;74.852;7446.298803;orange;1.21
Bulgaria;1952;7274900.0;Europe;59.6;2444.2866480000002;orange;2.55
Bulgaria;1957;7651254.0;Europe;66.61;3008.670727;orange;2.31
Bulgaria;1962;8012946.0;Europe;69.51;4254.337839;orange;2.21
Bulgaria;1967;8310226.0;Europe;70.42;5577.0028;orange;2.14
Bulgaria;1972;8576200.0;Europe;70.9;6597.494398;orange;2.16
Bulgaria;1977;8797022.0;Europe;70.81;7612.240438;orange;2.18
Bulgaria;1982;8892098.0;Europe;71.08;8224.191647;orange;2.06
Bulgaria;1987;8971958.0;Europe;71.34;8239.854824;orange;1.94
Bulgaria;1992;8658506.0;Europe;71.19;6302.6234380000005;orange;1.6
Bulgaria;1997;8066057.0;Europe;70.32;5970.38876;orange;1.23
Bulgaria;2002;7661799.0;Europe;72.14;7696.777725;orange;1.22
Bulgaria;2007;7322858.0;Europe;73.005;10680.79282;orange;1.4
Croatia;1952;3882229.0;Europe;61.21;3119.23652;orange;2.8
Croatia;1957;3991242.0;Europe;64.77;4338.231617;orange;2.45
Croatia;1962;4076557.0;Europe;67.13;5477.890018;orange;2.27
Croatia;1967;4174366.0;Europe;68.5;6960.297861;orange;2.1
Croatia;1972;4225310.0;Europe;69.61;9164.090127;orange;1.98
Croatia;1977;4318673.0;Europe;70.64;11305.38517;orange;2.01
Croatia;1982;4413368.0;Europe;70.46;13221.82184;orange;1.98
Croatia;1987;4484310.0;Europe;71.52;13822.58394;orange;1.84
Croatia;1992;4494013.0;Europe;72.527;8447.794873;orange;1.57
Croatia;1997;4444595.0;Europe;73.68;9875.604515;orange;1.51
Croatia;2002;4481020.0;Europe;74.876;11628.38895;orange;1.39
Croatia;2007;4493312.0;Europe;75.748;14619.222719999998;orange;1.41
Czech Republic;1952;9125183.0;Europe;66.87;6876.14025;orange;2.71
Czech Republic;1957;9513758.0;Europe;69.03;8256.343918;orange;2.4
Czech Republic;1962;9620282.0;Europe;69.9;10136.86713;orange;2.23
Czech Republic;1967;9835109.0;Europe;70.38;11399.44489;orange;2.0
Czech Republic;1972;9862158.0;Europe;70.29;13108.4536;orange;2.15
Czech Republic;1977;10161915.0;Europe;70.71;14800.160619999999;orange;2.3
Czech Republic;1982;10303704.0;Europe;70.96;15377.22855;orange;2.07
Czech Republic;1987;10311597.0;Europe;71.58;16310.4434;orange;1.93
Czech Republic;1992;10315702.0;Europe;72.4;14297.021219999999;orange;1.68
Czech Republic;1997;10300707.0;Europe;74.01;16048.51424;orange;1.23
Czech Republic;2002;10256295.0;Europe;75.51;17596.210219999997;orange;1.17
Czech Republic;2007;10228744.0;Europe;76.486;22833.30851;orange;1.39
Denmark;1952;4334000.0;Europe;70.78;9692.385245;orange;2.54
Denmark;1957;4487831.0;Europe;71.81;11099.65935;orange;2.56
Denmark;1962;4646899.0;Europe;72.35;13583.31351;orange;2.54
Denmark;1967;4838800.0;Europe;72.96;15937.21123;orange;2.35
Denmark;1972;4991596.0;Europe;73.47;18866.20721;orange;2.03
Denmark;1977;5088419.0;Europe;74.69;20422.9015;orange;1.66
Denmark;1982;5117810.0;Europe;74.63;21688.04048;orange;1.43
Denmark;1987;5127024.0;Europe;74.8;25116.17581;orange;1.5
Denmark;1992;5171393.0;Europe;75.33;26406.73985;orange;1.76
Denmark;1997;5283663.0;Europe;76.11;29804.34567;orange;1.75
Denmark;2002;5374693.0;Europe;77.18;32166.500060000002;orange;1.72
Denmark;2007;5468120.0;Europe;78.332;35278.41874;orange;1.85
Finland;1952;4090500.0;Europe;66.55;6424.519071;orange;3.06
Finland;1957;4324000.0;Europe;67.49;7545.415386;orange;2.86
Finland;1962;4491443.0;Europe;68.75;9371.842561;orange;2.66
Finland;1967;4605744.0;Europe;69.83;10921.63626;orange;2.32
Finland;1972;4639657.0;Europe;70.87;14358.8759;orange;1.59
Finland;1977;4738902.0;Europe;72.52;15605.422830000001;orange;1.69
Finland;1982;4826933.0;Europe;74.55;18533.15761;orange;1.72
Finland;1987;4931729.0;Europe;74.83;21141.01223;orange;1.59
Finland;1992;5041039.0;Europe;75.7;20647.16499;orange;1.85
Finland;1997;5134406.0;Europe;77.13;23723.9502;orange;1.75
Finland;2002;5193039.0;Europe;78.37;28204.59057;orange;1.72
Finland;2007;5238460.0;Europe;79.313;33207.0844;orange;1.83
France;1952;42459667.0;Europe;67.41;7029.809327;orange;2.76
France;1957;44310863.0;Europe;68.93;8662.834898000001;orange;2.7
France;1962;47124000.0;Europe;70.51;10560.48553;orange;2.81
France;1967;49569000.0;Europe;71.55;12999.91766;orange;2.68
France;1972;51732000.0;Europe;72.38;16107.19171;orange;2.33
France;1977;53165019.0;Europe;73.83;18292.635140000002;orange;1.92
France;1982;54433565.0;Europe;74.89;20293.89746;orange;1.84
France;1987;55630100.0;Europe;76.34;22066.44214;orange;1.81
France;1992;57374179.0;Europe;77.46;24703.79615;orange;1.72
France;1997;58623428.0;Europe;78.64;25889.78487;orange;1.75
France;2002;59925035.0;Europe;79.59;28926.032339999998;orange;1.87
France;2007;61083916.0;Europe;80.657;30470.0167;orange;1.96
Germany;1952;69145952.0;Europe;67.5;7144.114393000001;orange;2.11
Germany;1957;71019069.0;Europe;69.1;10187.82665;orange;2.29
Germany;1962;73739117.0;Europe;70.3;12902.46291;orange;2.47
Germany;1967;76368453.0;Europe;70.8;14745.62561;orange;2.37
Germany;1972;78717088.0;Europe;71.0;18016.180269999997;orange;1.8
Germany;1977;78160773.0;Europe;72.5;20512.92123;orange;1.5
Germany;1982;78335266.0;Europe;73.8;22031.532740000002;orange;1.46
Germany;1987;77718298.0;Europe;74.847;24639.18566;orange;1.43
Germany;1992;80597764.0;Europe;76.07;26505.30317;orange;1.32
Germany;1997;82011073.0;Europe;77.34;27788.88416;orange;1.33
Germany;2002;82350671.0;Europe;78.67;30035.80198;orange;1.35
Germany;2007;82400996.0;Europe;79.406;32170.37442;orange;1.36
Greece;1952;7733250.0;Europe;65.86;3530.690067;orange;2.29
Greece;1957;8096218.0;Europe;67.86;4916.299889;orange;2.27
Greece;1962;8448233.0;Europe;69.51;6017.190732999999;orange;2.22
Greece;1967;8716441.0;Europe;71.0;8513.097016;orange;2.35
Greece;1972;8888628.0;Europe;72.34;12724.82957;orange;2.35
Greece;1977;9308479.0;Europe;73.68;14195.524280000001;orange;2.32
Greece;1982;9786480.0;Europe;75.24;15268.420890000001;orange;2.01
Greece;1987;9974490.0;Europe;76.67;16120.528390000001;orange;1.58
Greece;1992;10325429.0;Europe;77.03;17541.49634;orange;1.37
Greece;1997;10502372.0;Europe;77.869;18747.69814;orange;1.29
Greece;2002;10603863.0;Europe;78.256;22514.2548;orange;1.28
Greece;2007;10706290.0;Europe;79.483;27538.41188;orange;1.43
Hungary;1952;9504000.0;Europe;64.03;5263.6738159999995;orange;2.72
Hungary;1957;9839000.0;Europe;66.41;6040.180011;orange;2.34
Hungary;1962;10063000.0;Europe;67.96;7550.359877;orange;1.92
Hungary;1967;10223422.0;Europe;69.5;9326.64467;orange;1.95
Hungary;1972;10394091.0;Europe;69.76;10168.65611;orange;2.07
Hungary;1977;10637171.0;Europe;69.95;11674.837370000001;orange;2.11
Hungary;1982;10705535.0;Europe;69.39;12545.99066;orange;1.88
Hungary;1987;10612740.0;Europe;69.58;12986.47998;orange;1.84
Hungary;1992;10348684.0;Europe;69.17;10535.62855;orange;1.75
Hungary;1997;10244684.0;Europe;71.04;11712.7768;orange;1.43
Hungary;2002;10083313.0;Europe;72.59;14843.93556;orange;1.29
Hungary;2007;9956108.0;Europe;73.33800000000001;18008.94444;orange;1.32
Iceland;1952;147962.0;Europe;72.49;7267.688428;orange;3.82
Iceland;1957;165110.0;Europe;73.47;9244.001412;orange;4.18
Iceland;1962;182053.0;Europe;73.68;10350.15906;orange;3.98
Iceland;1967;198676.0;Europe;73.73;13319.89568;orange;3.34
Iceland;1972;209275.0;Europe;74.46;15798.063619999999;orange;2.88
Iceland;1977;221823.0;Europe;76.11;19654.96247;orange;2.49
Iceland;1982;233997.0;Europe;76.99;23269.6075;orange;2.23
Iceland;1987;244676.0;Europe;77.23;26923.206280000002;orange;2.13
Iceland;1992;259012.0;Europe;78.77;25144.39201;orange;2.17
Iceland;1997;271192.0;Europe;78.95;28061.099660000003;orange;2.07
Iceland;2002;288030.0;Europe;80.5;31163.201960000002;orange;2.0
Iceland;2007;301931.0;Europe;81.757;36180.789189999996;orange;2.11
Ireland;1952;2952156.0;Europe;66.91;5210.280328;orange;3.41
Ireland;1957;2878220.0;Europe;68.9;5599.077872;orange;3.57
Ireland;1962;2830000.0;Europe;70.29;6631.597314;orange;3.98
Ireland;1967;2900100.0;Europe;71.08;7655.568963;orange;3.86
Ireland;1972;3024400.0;Europe;71.28;9530.772895999999;orange;3.79
Ireland;1977;3271900.0;Europe;72.03;11150.98113;orange;3.34
Ireland;1982;3480000.0;Europe;73.1;12618.321409999999;orange;2.79
Ireland;1987;3539900.0;Europe;74.36;13872.86652;orange;2.23
Ireland;1992;3557761.0;Europe;75.467;17558.81555;orange;1.92
Ireland;1997;3667233.0;Europe;76.122;24521.94713;orange;1.92
Ireland;2002;3879155.0;Europe;77.783;34077.04939;orange;1.97
Ireland;2007;4109086.0;Europe;78.885;40675.99635;orange;2.0
Italy;1952;47666000.0;Europe;65.94;4931.404154999999;orange;2.37
Italy;1957;49182000.0;Europe;67.81;6248.656232;orange;2.29
Italy;1962;50843200.0;Europe;69.24;8243.58234;orange;2.44
Italy;1967;52667100.0;Europe;71.06;10022.40131;orange;2.52
Italy;1972;54365564.0;Europe;72.19;12269.27378;orange;2.38
Italy;1977;56059245.0;Europe;73.48;14255.98475;orange;1.99
Italy;1982;56535636.0;Europe;74.98;16537.4835;orange;1.57
Italy;1987;56729703.0;Europe;76.42;19207.234819999998;orange;1.35
Italy;1992;56840847.0;Europe;77.44;22013.64486;orange;1.28
Italy;1997;57479469.0;Europe;78.82;24675.02446;orange;1.22
Italy;2002;57926999.0;Europe;80.24;27968.098169999997;orange;1.25
Italy;2007;58147733.0;Europe;80.546;28569.7197;orange;1.37
Montenegro;1952;413834.0;Europe;59.163999999999994;2647.585601;orange;4.05
Montenegro;1957;442829.0;Europe;61.448;3682.259903;orange;3.79
Montenegro;1962;474528.0;Europe;63.728;4649.593785;orange;3.31
Montenegro;1967;501035.0;Europe;67.178;5907.850937;orange;2.83
Montenegro;1972;527678.0;Europe;70.63600000000001;7778.414017;orange;2.63
Montenegro;1977;560073.0;Europe;73.066;9595.929904999999;orange;2.4
Montenegro;1982;562548.0;Europe;74.101;11222.58762;orange;2.19
Montenegro;1987;569473.0;Europe;74.865;11732.51017;orange;1.98
Montenegro;1992;621621.0;Europe;75.435;7003.339037000001;orange;1.83
Montenegro;1997;692651.0;Europe;75.445;6465.613349;orange;1.82
Montenegro;2002;720230.0;Europe;73.98100000000001;6557.194282;orange;1.79
Montenegro;2007;684736.0;Europe;74.543;9253.896111;orange;1.73
Netherlands;1952;10381988.0;Europe;72.13;8941.571858;orange;3.09
Netherlands;1957;11026383.0;Europe;72.99;11276.193440000001;orange;3.08
Netherlands;1962;11805689.0;Europe;73.23;12790.849559999999;orange;3.18
Netherlands;1967;12596822.0;Europe;73.82;15363.25136;orange;2.81
Netherlands;1972;13329874.0;Europe;73.75;18794.74567;orange;2.15
Netherlands;1977;13852989.0;Europe;75.24;21209.0592;orange;1.58
Netherlands;1982;14310401.0;Europe;76.05;21399.46046;orange;1.5
Netherlands;1987;14665278.0;Europe;76.83;23651.32361;orange;1.56
Netherlands;1992;15174244.0;Europe;77.42;26790.94961;orange;1.59
Netherlands;1997;15604464.0;Europe;78.03;30246.13063;orange;1.56
Netherlands;2002;16122830.0;Europe;78.53;33724.75778;orange;1.73
Netherlands;2007;16570613.0;Europe;79.762;36797.93332;orange;1.72
Norway;1952;3327728.0;Europe;72.67;10095.42172;orange;2.61
Norway;1957;3491938.0;Europe;73.44;11653.97304;orange;2.86
Norway;1962;3638919.0;Europe;73.47;13450.40151;orange;2.89
Norway;1967;3786019.0;Europe;74.08;16361.87647;orange;2.8
Norway;1972;3933004.0;Europe;74.34;18965.05551;orange;2.38
Norway;1977;4043205.0;Europe;75.37;23311.34939;orange;1.75
Norway;1982;4114787.0;Europe;75.97;26298.635309999998;orange;1.71
Norway;1987;4186147.0;Europe;75.89;31540.9748;orange;1.75
Norway;1992;4286357.0;Europe;77.32;33965.66115;orange;1.88
Norway;1997;4405672.0;Europe;78.32;41283.16433;orange;1.86
Norway;2002;4535591.0;Europe;79.05;44683.97525;orange;1.75
Norway;2007;4627926.0;Europe;80.196;49357.19017;orange;1.9
Poland;1952;25730551.0;Europe;61.31;4029.3296990000003;orange;3.65
Poland;1957;28235346.0;Europe;65.77;4734.253019;orange;3.33
Poland;1962;30329617.0;Europe;67.64;5338.752143;orange;2.72
Poland;1967;31785378.0;Europe;69.61;6557.152776;orange;2.3
Poland;1972;33039545.0;Europe;70.85;8006.506993000001;orange;2.23
Poland;1977;34621254.0;Europe;70.67;9508.141454;orange;2.27
Poland;1982;36227381.0;Europe;71.32;8451.531004;orange;2.32
Poland;1987;37740710.0;Europe;70.98;9082.351172;orange;2.19
Poland;1992;38370697.0;Europe;70.99;7738.881247;orange;1.91
Poland;1997;38654957.0;Europe;72.75;10159.58368;orange;1.52
Poland;2002;38625976.0;Europe;74.67;12002.23908;orange;1.28
Poland;2007;38518241.0;Europe;75.563;15389.924680000002;orange;1.31
Portugal;1952;8526050.0;Europe;59.82;3068.319867;orange;3.1
Portugal;1957;8817650.0;Europe;61.51;3774.571743;orange;3.12
Portugal;1962;9019800.0;Europe;64.39;4727.954889;orange;3.19
Portugal;1967;9103000.0;Europe;66.6;6361.517993;orange;3.13
Portugal;1972;8970450.0;Europe;69.26;9022.247417;orange;2.88
Portugal;1977;9662600.0;Europe;70.41;10172.48572;orange;2.57
Portugal;1982;9859650.0;Europe;72.77;11753.84291;orange;2.07
Portugal;1987;9915289.0;Europe;74.06;13039.30876;orange;1.65
Portugal;1992;9927680.0;Europe;74.86;16207.266630000002;orange;1.5
Portugal;1997;10156415.0;Europe;75.97;17641.03156;orange;1.48
Portugal;2002;10433867.0;Europe;77.29;19970.90787;orange;1.45
Portugal;2007;10642836.0;Europe;78.098;20509.64777;orange;1.37
Romania;1952;16630000.0;Europe;61.05;3144.613186;orange;3.34
Romania;1957;17829327.0;Europe;64.1;3943.370225;orange;2.73
Romania;1962;18680721.0;Europe;66.8;4734.9975859999995;orange;2.02
Romania;1967;19284814.0;Europe;66.8;6470.866545;orange;3.65
Romania;1972;20662648.0;Europe;69.21;8011.414401999999;orange;2.53
Romania;1977;21658597.0;Europe;69.46;9356.39724;orange;2.58
Romania;1982;22356726.0;Europe;69.66;9605.314053;orange;2.16
Romania;1987;22686371.0;Europe;69.53;9696.273295;orange;2.41
Romania;1992;22797027.0;Europe;69.36;6598.409903;orange;1.49
Romania;1997;22562458.0;Europe;69.72;7346.547556999999;orange;1.3
Romania;2002;22404337.0;Europe;71.322;7885.360081;orange;1.27
Romania;2007;22276056.0;Europe;72.476;10808.47561;orange;1.33
Serbia;1952;6860147.0;Europe;57.996;3581.4594479999996;orange;3.27
Serbia;1957;7271135.0;Europe;61.685;4981.090891;orange;2.78
Serbia;1962;7616060.0;Europe;64.531;6289.629157;orange;2.57
Serbia;1967;7971222.0;Europe;66.914;7991.707066;orange;2.44
Serbia;1972;8313288.0;Europe;68.7;10522.067490000001;orange;2.37
Serbia;1977;8686367.0;Europe;70.3;12980.66956;orange;2.37
Serbia;1982;9032824.0;Europe;70.16199999999999;15181.0927;orange;2.33
Serbia;1987;9230783.0;Europe;71.218;15870.878509999999;orange;2.24
Serbia;1992;9826397.0;Europe;71.65899999999999;9325.068238;orange;2.0
Serbia;1997;10336594.0;Europe;72.232;7914.320304000001;orange;1.76
Serbia;2002;10111559.0;Europe;73.21300000000001;7236.075251;orange;1.57
Serbia;2007;10150265.0;Europe;74.002;9786.534714;orange;1.42
Slovak Republic;1952;3558137.0;Europe;64.36;5074.659104;orange;3.53
Slovak Republic;1957;3844277.0;Europe;67.45;6093.2629799999995;orange;3.27
Slovak Republic;1962;4237384.0;Europe;70.33;7481.1075980000005;orange;2.94
Slovak Republic;1967;4442238.0;Europe;70.98;8412.902397;orange;2.58
Slovak Republic;1972;4593433.0;Europe;70.35;9674.167626;orange;2.5
Slovak Republic;1977;4827803.0;Europe;70.45;10922.664040000001;orange;2.47
Slovak Republic;1982;5048043.0;Europe;70.8;11348.54585;orange;2.3
Slovak Republic;1987;5199318.0;Europe;71.08;12037.26758;orange;2.17
Slovak Republic;1992;5302888.0;Europe;71.38;9498.467723;orange;1.9
Slovak Republic;1997;5383010.0;Europe;72.71;12126.23065;orange;1.46
Slovak Republic;2002;5410052.0;Europe;73.8;13638.778369999998;orange;1.23
Slovak Republic;2007;5447502.0;Europe;74.663;18678.31435;orange;1.29
Slovenia;1952;1489518.0;Europe;65.57;4215.041741;orange;2.61
Slovenia;1957;1533070.0;Europe;67.85;5862.276629;orange;2.36
Slovenia;1962;1582962.0;Europe;69.15;7402.303395;orange;2.33
Slovenia;1967;1646912.0;Europe;69.18;9405.489397;orange;2.33
Slovenia;1972;1694510.0;Europe;69.82;12383.4862;orange;2.24
Slovenia;1977;1746919.0;Europe;70.97;15277.030169999998;orange;2.17
Slovenia;1982;1861252.0;Europe;71.063;17866.72175;orange;1.92
Slovenia;1987;1945870.0;Europe;72.25;18678.53492;orange;1.63
Slovenia;1992;1999210.0;Europe;73.64;14214.71681;orange;1.38
Slovenia;1997;2011612.0;Europe;75.13;17161.10735;orange;1.25
Slovenia;2002;2011497.0;Europe;76.66;20660.01936;orange;1.23
Slovenia;2007;2009245.0;Europe;77.926;25768.25759;orange;1.4
Spain;1952;28549870.0;Europe;64.94;3834.0347420000003;orange;2.51
Spain;1957;29841614.0;Europe;66.66;4564.80241;orange;2.69
Spain;1962;31158061.0;Europe;69.69;5693.843879;orange;2.8
Spain;1967;32850275.0;Europe;71.44;7993.512294;orange;2.85
Spain;1972;34513161.0;Europe;73.06;10638.75131;orange;2.86
Spain;1977;36439000.0;Europe;74.39;13236.92117;orange;2.59
Spain;1982;37983310.0;Europe;76.3;13926.169969999999;orange;1.96
Spain;1987;38880702.0;Europe;76.9;15764.98313;orange;1.49
Spain;1992;39549438.0;Europe;77.57;18603.06452;orange;1.28
Spain;1997;39855442.0;Europe;78.77;20445.29896;orange;1.2
Spain;2002;40152517.0;Europe;79.78;24835.47166;orange;1.27
Spain;2007;40448191.0;Europe;80.941;28821.0637;orange;1.4
Sweden;1952;7124673.0;Europe;71.86;8527.844662000001;orange;2.24
Sweden;1957;7363802.0;Europe;72.49;9911.878226;orange;2.3
Sweden;1962;7561588.0;Europe;73.37;12329.441920000001;orange;2.26
Sweden;1967;7867931.0;Europe;74.16;15258.29697;orange;2.27
Sweden;1972;8122293.0;Europe;74.72;17832.02464;orange;1.91
Sweden;1977;8251648.0;Europe;75.44;18855.72521;orange;1.65
Sweden;1982;8325260.0;Europe;76.42;20667.38125;orange;1.63
Sweden;1987;8421403.0;Europe;77.19;23586.92927;orange;1.84
Sweden;1992;8718867.0;Europe;78.16;23880.01683;orange;2.08
Sweden;1997;8897619.0;Europe;79.39;25266.59499;orange;1.53
Sweden;2002;8954175.0;Europe;80.04;29341.630930000003;orange;1.67
Sweden;2007;9031088.0;Europe;80.884;33859.74835;orange;1.89
Switzerland;1952;4815000.0;Europe;69.62;14734.23275;orange;2.3
Switzerland;1957;5126000.0;Europe;70.56;17909.48973;orange;2.39
Switzerland;1962;5666000.0;Europe;71.32;20431.0927;orange;2.58
Switzerland;1967;6063000.0;Europe;72.77;22966.14432;orange;2.4
Switzerland;1972;6401400.0;Europe;73.78;27195.113039999997;orange;1.92
Switzerland;1977;6316424.0;Europe;75.39;26982.29052;orange;1.57
Switzerland;1982;6468126.0;Europe;76.21;28397.715119999997;orange;1.52
Switzerland;1987;6649942.0;Europe;77.41;30281.704589999998;orange;1.55
Switzerland;1992;6995447.0;Europe;78.03;31871.5303;orange;1.54
Switzerland;1997;7193761.0;Europe;79.37;32135.323010000004;orange;1.49
Switzerland;2002;7361757.0;Europe;80.62;34480.95771;orange;1.42
Switzerland;2007;7554661.0;Europe;81.70100000000001;37506.419069999996;orange;1.46
Turkey;1952;22235677.0;Europe;43.585;1969.1009800000002;orange;6.64
Turkey;1957;25670939.0;Europe;48.07899999999999;2218.754257;orange;6.46
Turkey;1962;29788695.0;Europe;52.098;2322.8699079999997;orange;6.18
Turkey;1967;33411317.0;Europe;54.336000000000006;2826.3563870000003;orange;5.8
Turkey;1972;37492953.0;Europe;57.005;3450.69638;orange;5.38
Turkey;1977;42404033.0;Europe;59.507;4269.122326;orange;4.74
Turkey;1982;47328791.0;Europe;61.036;4241.356344;orange;4.11
Turkey;1987;52881328.0;Europe;63.108000000000004;5089.043686;orange;3.43
Turkey;1992;58179144.0;Europe;66.146;5678.348271;orange;2.91
Turkey;1997;63047647.0;Europe;68.835;6601.429915;orange;2.61
Turkey;2002;67308928.0;Europe;70.845;6508.085718;orange;2.36
Turkey;2007;71158647.0;Europe;71.777;8458.276384;orange;2.17
United Kingdom;1952;50430000.0;Europe;69.18;9979.508487000001;orange;2.15
United Kingdom;1957;51430000.0;Europe;70.42;11283.17795;orange;2.48
United Kingdom;1962;53292000.0;Europe;70.76;12477.17707;orange;2.79
United Kingdom;1967;54959000.0;Europe;71.36;14142.85089;orange;2.61
United Kingdom;1972;56079000.0;Europe;72.01;15895.116409999999;orange;2.07
United Kingdom;1977;56179000.0;Europe;72.76;17428.74846;orange;1.74
United Kingdom;1982;56339704.0;Europe;74.04;18232.42452;orange;1.76
United Kingdom;1987;56981620.0;Europe;75.007;21664.787669999998;orange;1.83
United Kingdom;1992;57866349.0;Europe;76.42;22705.09254;orange;1.79
United Kingdom;1997;58808266.0;Europe;77.218;26074.53136;orange;1.73
United Kingdom;2002;59912431.0;Europe;78.471;29478.99919;orange;1.67
United Kingdom;2007;60776238.0;Europe;79.425;33203.26128;orange;1.84
Algeria;1952;9279525.0;Africa;43.077;2449.008185;b;7.65
Algeria;1957;10270856.0;Africa;45.685;3013.976023;b;7.65
Algeria;1962;11000948.0;Africa;48.303000000000004;2550.81688;b;7.65
Algeria;1967;12760499.0;Africa;51.407;3246.991771;b;7.66
Algeria;1972;14760787.0;Africa;54.518;4182.663766;b;7.59
Algeria;1977;17152804.0;Africa;58.013999999999996;4910.4167560000005;b;7.24
Algeria;1982;20033753.0;Africa;61.368;5745.160213;b;6.58
Algeria;1987;23254956.0;Africa;65.79899999999999;5681.358539;b;5.51
Algeria;1992;26298373.0;Africa;67.744;5023.216647;b;4.24
Algeria;1997;29072015.0;Africa;69.152;4797.295051;b;2.99
Algeria;2002;31287142.0;Africa;70.994;5288.040382;b;2.41
Algeria;2007;33333216.0;Africa;72.301;6223.367465;b;2.66
Angola;1952;4232095.0;Africa;30.015;3520.610273;b;6.98
Angola;1957;4561361.0;Africa;31.999000000000002;3827.9404649999997;b;7.19
Angola;1962;4826015.0;Africa;34.0;4269.276742;b;7.39
Angola;1967;5247469.0;Africa;35.985;5522.776375;b;7.4
Angola;1972;5894858.0;Africa;37.928000000000004;5473.288004999999;b;7.23
Angola;1977;6162675.0;Africa;39.483000000000004;3008.647355;b;7.19
Angola;1982;7016384.0;Africa;39.942;2756.953672;b;7.2
